6.76	-9.34	-3.27	-4.09	7.94	-1.94
6.34	-9.00	-3.06	-6.26	5.66	0.79
6.13	-8.92	-2.99	-19.88	-2.78	-6.52
6.91	-8.85	-1.71	-13.84	-27.78	9.53
10.00	-8.53	-3.24	-12.93	-72.61	35.16
11.29	-8.21	-6.29	-89.27	-57.60	25.48
7.10	-9.13	-6.19	1.69	-169.85	85.83
5.58	-9.43	-10.31	-26.26	-250.01	-1.06
6.30	-10.00	-13.86	-62.27	-250.01	38.45
0.29	-12.23	-10.13	-49.49	-250.01	44.20
-1.61	-8.57	-9.45	-90.88	-250.01	9.36
-3.94	-10.20	-7.00	-17.75	-250.01	17.86
-8.68	-7.84	-0.30	2.43	-250.01	23.86
-4.74	-5.52	3.89	-17.87	-250.01	-31.08
-4.80	-6.42	2.56	20.17	26.42	-65.38
-7.63	-11.28	1.08	-4.88	68.38	-10.59
-9.94	-8.29	-2.06	-4.70	96.59	31.14
-8.96	-10.19	-1.51	-13.39	153.44	19.42
-7.04	-10.38	-0.21	45.36	194.59	18.20
-5.30	-8.40	-2.94	77.23	250.00	20.87
-3.68	-8.59	-3.80	35.59	250.00	32.43
2.22	-10.40	-5.05	16.43	250.00	47.48
4.31	-11.86	-4.79	27.34	250.00	9.74
7.87	-10.42	-6.89	10.46	250.00	-3.90
9.81	-10.32	-3.21	-24.45	250.00	-66.22
13.99	-16.02	-7.14	13.66	250.00	-32.64
13.43	-10.05	-12.43	22.66	9.52	23.73
12.95	-12.49	-10.06	14.69	-95.13	-33.46
12.85	-12.17	-9.50	-93.64	-250.01	-35.84
11.17	-11.61	-9.73	-17.33	-250.01	-23.24
9.48	-10.35	-10.01	-17.29	-250.01	-22.26
5.89	-9.76	-9.46	-10.76	-250.01	-3.33
3.28	-9.59	-9.73	-28.70	-250.01	7.10
-0.49	-8.84	-7.61	-56.26	-250.01	20.93
-1.13	-8.69	-0.16	-51.58	-250.01	-17.11
-6.17	-5.30	11.62	121.27	-250.01	46.44
-5.42	-5.10	5.45	23.37	4.24	-66.54
-8.39	-13.39	3.13	-82.71	81.48	-6.52
-8.34	-9.60	1.04	7.39	128.96	37.68
-8.35	-8.22	1.19	-40.86	213.12	6.21
-6.08	-6.95	-1.10	15.01	250.00	-2.96
-4.93	-9.54	-3.28	-34.01	250.00	-28.79
-0.22	-6.85	-6.86	-18.30	250.00	-23.85
0.85	-11.16	-5.47	52.08	250.00	-16.48
7.46	-8.51	-8.74	52.70	250.00	66.39
6.92	-8.93	-8.56	-71.57	250.00	-58.13
13.13	-8.47	-10.94	-49.83	250.00	40.43
12.04	-8.39	-12.34	-79.20	174.58	-22.54
9.57	-9.49	-15.20	17.74	157.22	32.10
5.96	-7.82	-10.83	-77.16	-42.56	-21.52
8.10	-9.82	-11.30	-23.98	-137.03	-7.42
8.71	-9.32	-10.92	-51.82	-223.17	-11.47
8.78	-10.81	-11.72	1.93	-250.01	-11.25
6.81	-10.42	-11.82	-8.19	-250.01	10.92
4.84	-8.31	-14.32	-4.80	-250.01	3.02
2.08	-9.39	-9.60	-57.05	-250.01	-29.51
0.09	-8.95	-7.90	-4.36	-250.01	0.81
-2.45	-8.73	-5.02	-42.51	-250.01	-2.53
-4.14	-8.32	-0.09	-50.23	-250.01	13.61
-6.28	-8.46	14.81	91.33	-250.01	37.58
-5.94	-4.41	5.45	-34.50	47.34	-71.59
-7.19	-12.54	3.07	-9.19	172.99	-21.74
-7.60	-7.39	1.47	-4.17	212.55	15.88
-5.45	-7.86	-1.70	-3.41	250.00	-11.24
-4.74	-9.31	-3.26	43.82	250.00	10.80
-1.27	-8.23	-7.35	44.15	250.00	45.82
3.70	-10.80	-8.10	78.89	250.00	0.37
2.85	-9.90	-8.90	131.87	250.00	7.71
10.06	-10.42	-9.08	-68.35	212.05	-111.50
11.27	-12.47	-8.67	-27.18	199.61	-48.27
11.72	-11.81	-9.47	29.54	127.51	-35.23
8.96	-9.80	-12.80	73.73	86.84	-12.54
7.79	-11.61	-10.65	-75.63	-102.71	-71.10
10.31	-10.68	-10.74	-39.42	-190.76	-9.96
10.62	-9.78	-11.28	-59.73	-250.01	-10.14
7.47	-10.74	-10.22	7.23	-250.01	24.09
5.34	-8.31	-8.96	27.50	-250.01	24.00
3.71	-9.48	-9.65	1.78	-250.01	29.58
0.75	-7.73	-7.71	11.15	-250.01	79.32
-1.91	-7.97	-6.91	-70.94	-250.01	66.24
-5.47	-7.53	10.41	23.88	-250.01	32.94
-1.70	-3.35	6.27	222.65	27.26	-65.58
-8.55	-9.65	4.08	-104.56	75.22	-72.24
-8.25	-9.07	0.20	-84.17	176.79	24.12
-7.54	-8.65	-1.07	-74.43	202.48	-69.66
-4.49	-8.76	-3.55	26.24	241.11	-17.38
-3.42	-9.50	-4.63	17.30	250.00	-57.69
1.06	-10.13	-9.43	33.04	250.00	-23.06
0.43	-8.14	-6.77	-4.12	246.77	-83.74
8.35	-11.60	-13.18	-31.38	250.00	-39.33
7.46	-11.92	-5.92	-67.42	232.51	-51.00
11.69	-10.50	-10.64	-42.97	210.78	-22.03
7.97	-9.46	-10.09	-32.36	131.10	-8.38
5.46	-11.29	-9.32	0.47	58.77	-19.08
5.93	-8.19	-10.76	-66.86	-14.29	-8.96
8.08	-10.26	-10.76	-44.07	-122.43	-2.91
8.73	-9.62	-10.84	30.34	-174.30	27.40
7.15	-9.46	-10.51	-15.05	-233.45	-21.15
5.08	-9.96	-11.02	48.55	-250.01	12.48
2.85	-8.86	-9.88	44.91	-250.01	68.67
4.74	-13.16	-6.93	156.67	-250.01	100.78
0.59	-11.01	-5.92	-56.86	-250.01	80.34
-5.17	-2.71	-0.32	-124.23	-236.72	-7.69
-3.33	-7.70	-1.47	-240.17	-250.01	18.48
-6.20	-8.60	11.67	1.14	-250.01	0.18
-7.63	-3.95	6.44	-39.98	1.28	-63.98
-6.74	-11.56	1.82	-229.30	93.48	-28.18
-8.36	-9.13	0.57	47.38	191.56	17.65
-7.47	-11.55	-2.38	206.24	250.00	71.70
-4.24	-9.31	-4.56	88.88	250.00	-51.43
-2.85	-9.61	-4.50	149.74	250.00	-21.53
1.19	-8.27	-5.58	121.55	250.00	-104.89
-1.26	-9.83	-3.38	92.35	250.00	-69.43
11.47	-8.99	-12.11	-224.02	250.00	-148.26
12.34	-16.43	-11.78	-148.69	236.42	-65.37
12.39	-11.75	-14.20	-30.81	158.25	6.65
6.22	-12.56	-13.03	68.75	38.30	-12.34
6.48	-10.67	-11.24	-60.14	-84.38	17.40
8.88	-11.14	-12.08	-41.40	-150.95	8.14
10.72	-12.96	-12.35	0.69	-242.19	41.44
8.30	-10.74	-10.44	-69.50	-250.01	4.65
5.24	-10.70	-8.20	25.69	-250.01	63.62
3.00	-10.93	-8.62	-104.37	-250.01	42.54
0.89	-10.01	-4.81	1.58	-250.01	55.75
-3.11	-7.38	-4.54	-21.55	-250.01	78.26
-3.99	-10.56	3.93	-106.36	-250.01	41.69
-6.23	-2.03	9.22	107.03	-152.20	56.54
-7.01	-7.03	5.04	-25.68	95.00	-18.00
-7.01	-9.61	-1.01	42.91	155.13	-18.85
-5.99	-8.18	-0.34	101.34	222.14	-24.35
-5.14	-9.95	-3.23	23.96	250.00	-64.28
-1.99	-9.63	-5.15	156.68	250.00	-23.49
-0.57	-13.48	-9.30	92.95	250.00	-109.90
3.12	-12.74	-8.74	140.60	250.00	-137.93
7.37	-14.24	-3.23	62.49	250.00	-114.88
10.85	-17.23	-7.26	6.36	249.49	-118.27
11.44	-18.70	-9.21	-34.79	174.54	-62.22
7.78	-16.53	-11.49	21.70	93.39	-40.04
5.63	-14.04	-9.01	-34.10	-0.02	9.34
7.96	-14.78	-8.79	-114.47	-116.15	-1.62
9.34	-14.94	-9.56	-51.80	-164.02	48.92
10.11	-14.96	-9.91	-98.33	-216.62	19.07
7.80	-13.44	-8.51	-150.46	-250.01	26.09
6.04	-11.83	-8.66	-98.70	-250.01	33.62
