1.68	-19.61	1.20	56.94	-84.82	-221.91
-4.77	-19.61	5.02	-96.32	13.63	229.73
-0.98	-19.61	-1.32	-10.60	77.15	250.00
-5.52	-5.66	-5.79	74.35	-18.00	250.00
-7.32	19.61	-10.46	209.85	-18.27	88.50
-18.63	19.61	-3.97	-108.48	-65.45	-38.96
0.41	1.87	1.31	-98.08	-2.43	-250.01
6.88	-19.61	-1.86	-157.25	-31.80	-54.12
-10.12	-19.61	2.28	77.39	-60.12	73.22
-2.93	-19.61	3.76	156.73	43.93	250.00
-1.34	1.63	-9.97	34.14	70.65	250.00
-18.55	19.61	-19.61	63.12	-2.02	-235.24
-16.40	9.32	-8.00	-196.38	-81.59	-15.46
1.19	1.01	1.24	-250.01	-27.43	-250.01
3.18	-19.61	-9.58	-36.54	21.97	250.00
-19.61	-19.61	5.36	-11.83	-42.79	96.76
-2.01	-19.61	-3.06	105.43	22.05	250.00
2.36	19.61	-15.11	-80.71	-23.71	-154.45
-19.61	19.61	7.01	-29.91	54.33	36.64
6.83	-9.69	5.94	-126.38	-10.76	-250.01
7.63	-19.61	-5.02	-204.13	-29.57	69.62
-19.37	-19.61	3.07	-32.73	-90.48	-36.61
-4.44	-18.83	2.80	90.13	18.37	250.00
-0.99	8.16	-14.78	139.30	-37.26	-171.46
-19.61	19.61	-5.05	-116.87	77.46	-13.96
1.69	-14.55	-4.25	-250.01	66.68	-250.01
5.06	-19.61	6.42	-110.55	-50.07	-198.07
-11.87	-19.61	4.13	26.55	-47.13	133.35
-4.18	-19.61	5.28	99.28	18.12	235.41
-4.79	-0.63	-7.11	12.77	35.19	158.15
-14.36	19.61	-17.28	-39.98	2.27	-116.27
-13.32	19.40	-6.40	-124.64	-102.89	-139.39
0.89	-19.61	11.27	-94.49	-5.18	-250.01
-1.20	-19.61	-2.92	-144.34	14.79	115.50
-12.33	-19.61	5.12	-194.97	-53.28	42.54
-3.12	-16.86	-2.70	5.12	-46.61	250.00
0.30	16.93	-5.75	53.60	-142.55	-13.95
-13.39	19.61	8.64	-63.89	-63.26	-95.05
-0.46	-14.87	6.30	-18.04	101.66	-250.01
-6.10	-19.61	-3.98	-10.49	57.18	104.53
-13.59	-19.61	4.02	85.74	-56.73	160.71
-4.58	-8.86	0.11	68.94	40.71	250.00
-7.11	19.61	-13.13	88.12	-50.68	-160.72
-13.89	19.61	2.51	-21.26	-45.12	-43.83
-4.70	-0.54	8.35	-26.86	41.60	-250.01
2.89	-19.61	2.05	-27.13	-81.60	-82.48
-5.49	-19.61	9.42	-13.46	-24.82	172.17
-6.19	-11.16	1.97	-52.12	34.64	250.00
-8.07	16.68	-3.60	14.24	-35.78	198.21
-15.47	19.61	2.24	-52.48	-19.46	-57.85
-2.07	2.63	1.91	-154.64	85.15	-250.01
-2.52	-19.61	2.97	-125.93	-29.30	-250.01
-9.75	-19.61	3.54	16.89	-61.59	106.54
-4.59	-10.73	1.73	8.38	27.69	250.00
-5.02	8.81	-6.57	7.32	-57.97	188.95
-14.90	19.61	3.22	15.15	-17.46	-40.88
-2.87	0.43	1.59	-52.71	134.59	-250.01
1.55	-19.61	-2.33	-142.51	-15.58	-121.36
-9.75	-19.61	4.23	84.18	-78.03	121.97
-3.70	-14.60	2.96	-12.80	-8.13	250.00
-7.43	11.69	-1.56	99.29	-65.62	169.78
-14.44	19.61	3.16	24.83	22.80	-71.25
-6.53	-0.31	0.90	-48.82	69.00	-250.01
1.03	-19.61	-3.46	-78.87	6.97	-94.26
-7.69	-19.61	3.01	46.89	-84.28	88.73
