-5.66	-8.10	-0.37	2.92	-44.35	25.97
-6.35	-7.77	-0.38	12.53	-38.56	30.18
-8.45	-5.59	-3.39	-1.69	-37.22	40.26
-10.31	-5.90	-3.51	32.79	7.58	16.29
-11.25	-7.01	-4.31	23.48	-9.13	-10.73
-11.28	-8.14	-4.53	-9.16	18.31	-27.50
-10.54	-8.78	-5.37	-14.94	-0.89	-3.25
-11.50	-7.94	-5.29	12.35	4.91	13.76
-11.11	-8.52	-4.29	2.11	-42.49	-44.21
-5.57	-7.46	1.64	-39.51	-131.41	3.47
-1.95	-8.46	2.17	18.85	-137.33	51.99
-1.75	-5.63	0.06	-154.29	-31.18	62.04
-13.22	-5.06	-2.43	-131.93	221.40	-12.90
-19.16	-6.30	-18.71	96.10	250.00	-8.32
-18.06	-11.67	-19.61	250.00	250.00	-48.40
-9.52	-14.34	-19.61	88.75	129.15	-141.24
0.86	-16.44	-11.10	-35.55	-205.81	-65.37
0.18	-11.32	-4.20	-23.13	-231.04	-21.36
1.81	-10.21	1.27	-56.07	-227.29	68.06
-3.06	-6.51	2.34	6.55	-250.01	197.42
0.19	-6.60	6.65	59.15	-28.05	112.42
-5.79	-3.59	2.79	-114.82	136.72	-2.82
-10.34	-4.60	-2.99	178.29	250.00	53.87
-13.26	-9.03	-18.64	10.96	250.00	-94.62
-15.85	-8.60	-19.61	-23.45	153.04	-158.85
-7.16	-16.63	-19.61	-19.23	-79.42	-167.58
-2.49	-12.92	-13.85	81.71	-250.01	-98.97
3.21	-12.10	-2.89	47.28	-250.01	-9.25
0.48	-7.69	-0.31	66.94	-210.73	90.62
0.18	-6.68	3.89	-18.04	-70.54	141.22
-2.10	-4.89	4.10	-108.77	-90.71	148.85
-4.15	-5.43	5.30	-45.66	61.72	80.28
-8.94	-6.33	-0.53	66.99	239.79	37.58
-12.94	-6.60	-13.43	125.90	250.00	-17.25
-14.24	-10.30	-19.61	147.05	250.00	-83.03
-7.72	-13.77	-19.61	-60.84	19.65	-109.78
-4.23	-11.96	-17.18	34.66	-208.40	-38.00
-2.00	-11.46	-8.83	-24.41	-250.01	-74.32
0.52	-13.01	2.96	17.69	-195.83	4.84
-2.09	-7.17	3.17	18.47	-250.01	108.85
-0.33	-7.69	6.12	-109.72	-116.41	122.65
-2.43	-7.00	6.60	-172.55	-57.57	62.45
-8.64	-5.60	5.63	36.19	243.96	66.01
-12.32	-4.05	-6.44	170.51	250.00	46.28
-15.28	-5.85	-19.61	89.20	250.00	-127.45
-10.16	-10.52	-19.61	8.32	128.70	-103.24
-5.85	-12.40	-19.61	-33.11	-123.03	-66.54
-3.23	-13.64	-13.08	10.11	-223.45	-56.20
-0.52	-10.30	-3.45	-7.55	-209.54	26.78
-0.95	-9.69	2.91	-7.10	-146.76	68.74
-0.75	-7.64	5.26	-35.58	-96.12	76.60
-2.08	-6.12	4.89	30.26	-35.26	51.71
-5.04	-4.71	2.27	-10.76	71.92	21.69
-6.26	-8.30	-4.88	87.15	207.71	-54.32
-10.91	-10.44	-16.36	140.90	226.38	-96.59
-18.37	-11.07	-19.61	109.94	176.21	-72.65
-12.17	-17.12	-19.61	-105.89	-40.36	-117.78
-6.16	-19.61	-14.74	-27.85	-170.92	-61.16
0.18	-13.76	-12.56	-70.70	-187.48	29.68
-0.16	-11.91	-2.63	-56.45	-228.22	78.49
-0.77	-9.22	1.93	-70.15	-179.81	103.55
-1.89	-7.98	6.27	-41.12	-107.07	120.69
-2.78	-5.86	6.62	-19.95	-59.34	51.19
-7.22	-6.07	5.76	48.62	131.87	17.58
-8.33	-5.22	-3.45	208.92	250.00	18.06
-12.16	-8.84	-17.10	184.15	250.00	-78.08
-19.61	-11.04	-19.61	35.02	169.36	-185.96
-9.51	-19.04	-19.61	-78.66	-71.96	-147.64
0.43	-16.01	-16.27	49.60	-145.94	-60.01
0.64	-10.31	-4.96	0.05	-250.01	77.30
3.96	-10.68	2.20	-93.20	-196.20	79.29
-0.55	-7.03	4.10	1.01	-186.83	174.12
-0.45	-7.41	7.53	-56.86	-55.95	99.44
-5.05	-4.44	6.03	-25.54	61.09	14.74
-6.22	-6.98	0.22	103.31	238.62	6.35
-12.62	-7.71	-15.59	170.15	250.00	-72.24
-19.44	-14.73	-19.61	69.38	250.00	-229.61
-8.47	-18.22	-19.61	-61.48	25.54	-69.07
4.51	-14.47	-19.61	-44.43	-239.33	-31.26
0.91	-12.49	-6.55	-9.95	-250.01	77.65
1.47	-7.60	2.01	-38.84	-250.01	112.91
-0.77	-7.58	6.61	-38.80	-186.82	106.14
-1.89	-5.33	7.35	-29.33	-100.51	58.48
-1.68	-6.91	6.11	0.31	72.45	-8.82
-7.65	-5.91	-1.09	63.11	250.00	-37.79
-13.67	-10.22	-13.27	189.82	250.00	-81.71
-17.44	-14.16	-19.61	47.97	229.51	-122.01
-9.60	-13.69	-19.61	-39.03	-10.22	9.89
-0.56	-14.51	-19.61	-55.38	-250.01	-49.64
-2.82	-11.22	-7.87	-93.53	-250.01	26.76
0.43	-9.88	2.19	-20.14	-187.96	83.94
-1.47	-7.25	4.82	1.02	-161.82	99.88
-2.42	-6.23	6.44	-25.96	-65.74	41.62
-5.54	-5.18	5.25	-12.45	42.60	8.56
-6.91	-6.37	1.87	64.13	224.20	-33.46
-9.42	-6.87	-9.67	146.59	250.00	-71.01
