4.42	-12.17	5.96	-8.69	-10.27	-1.97
4.51	-12.17	6.07	-8.10	-10.48	-2.47
3.75	-12.37	5.64	3.01	6.02	0.68
4.24	-11.89	6.60	-8.87	-10.16	4.20
4.08	-11.64	6.58	-2.69	20.84	-4.62
4.47	-11.78	7.57	-59.21	12.31	9.95
8.57	-12.90	9.15	-81.60	23.23	4.40
8.62	-11.61	9.00	-119.11	104.79	36.46
9.81	-15.40	11.15	-104.37	151.03	49.15
10.70	-17.58	6.70	-97.35	250.00	-11.28
3.18	-17.89	17.43	20.64	161.27	-12.38
4.01	-13.48	10.17	49.93	250.00	-27.61
2.23	-14.07	8.97	-137.65	247.95	-46.95
2.68	-11.09	4.67	-221.58	250.00	-39.08
2.73	-16.50	3.13	-204.07	250.00	36.90
1.56	-11.67	-0.87	-250.01	250.00	12.79
0.26	-11.43	-4.83	-169.38	173.41	62.80
-4.29	-10.04	-5.86	-46.42	118.08	108.15
-4.43	-8.08	-6.58	32.25	46.69	74.18
-4.63	-12.14	-5.44	12.11	68.16	31.08
-4.37	-13.26	-7.27	-5.01	-20.25	-4.83
-2.92	-12.74	-7.65	74.83	-132.50	24.60
-2.71	-10.58	-5.56	107.91	-167.20	-4.15
-2.55	-12.06	-1.96	78.09	-250.01	-49.93
-0.82	-12.68	1.31	40.19	-250.01	-76.32
-0.38	-15.34	3.51	32.65	-250.01	-105.66
-0.25	-14.70	4.98	62.88	-250.01	-81.93
0.33	-14.21	6.85	50.55	-250.01	-131.70
5.98	-16.53	6.07	60.34	-250.01	-121.04
5.41	-9.31	7.84	116.53	-250.01	-112.26
14.02	-16.84	7.07	103.11	-250.01	-77.56
11.24	-9.61	10.97	183.32	-220.18	-50.93
18.87	-12.05	18.08	13.99	-28.66	-13.89
17.09	-7.71	18.98	18.15	77.43	20.33
15.50	-12.72	17.03	-119.01	122.33	65.55
15.94	-12.44	13.58	-83.84	226.15	60.63
10.30	-14.77	13.83	-157.52	250.00	37.01
9.84	-17.03	8.81	-90.75	250.00	48.55
6.84	-15.55	3.51	-250.01	250.00	54.55
11.38	-17.96	-0.24	86.04	250.00	225.25
2.31	-1.42	-2.29	-64.56	250.00	33.54
7.18	-5.32	-4.91	-72.56	215.73	-44.62
3.75	-19.20	-7.68	162.58	178.21	-93.09
-14.30	-19.61	-2.08	30.37	-67.88	85.99
-6.58	-7.41	-0.81	-42.08	-33.22	29.56
-5.81	-14.83	-3.41	-67.81	-60.92	29.31
-1.70	-14.17	-2.06	18.23	-150.22	40.02
4.34	-16.45	-0.42	61.25	-248.55	17.61
1.57	-13.02	2.87	55.61	-222.14	38.51
0.82	-16.87	6.22	47.75	-250.01	-4.94
0.20	-14.26	7.82	145.21	-182.32	73.79
-5.52	-10.53	10.21	62.78	-240.71	69.84
-2.84	-9.85	6.52	-137.81	-250.01	14.99
2.16	-11.65	9.71	-0.47	-250.01	-48.91
3.78	-12.88	12.78	-85.51	-231.12	-65.26
13.71	-13.37	15.90	103.21	-69.79	-18.06
7.98	-12.49	17.34	-97.77	-169.80	-27.99
12.97	-19.61	17.24	55.31	0.60	-48.58
5.78	-10.11	16.80	34.78	57.54	14.67
8.44	-11.98	13.83	-125.04	48.43	14.76
8.55	-11.97	13.56	-78.30	89.81	22.31
12.23	-17.41	12.12	-82.89	124.54	6.29
8.46	-16.96	13.01	-9.55	196.55	13.45
9.66	-17.33	9.92	-46.66	250.00	-21.45
6.48	-15.41	5.55	-146.34	250.00	10.73
4.60	-14.79	2.17	-100.51	250.00	41.28
3.41	-7.12	-1.15	-143.96	250.00	31.12
5.31	-7.76	-4.63	-173.13	250.00	69.99
2.99	-11.52	-8.10	28.96	208.40	-46.21
-8.20	-10.57	-15.98	-26.01	210.10	45.29
-2.92	-12.18	-7.03	119.67	-54.37	62.24
-8.40	-11.55	-2.09	-41.88	-24.97	36.60
-5.04	-14.92	-0.75	13.79	-54.06	6.09
-3.99	-15.85	-0.97	-5.93	-118.91	28.44
